cycle,branch,model,modeldate,candidate_inc,candidate_chal,scenario_id,probability,scenario_description,timestamp,simulations
2020,President,polls-plus,9/02/2020,Trump,Biden,4,0.82765,Biden wins popular vote,2/09/2020 21:52,40000
2020,President,polls-plus,9/02/2020,Trump,Biden,3,0.17235,Trump wins popular vote,2/09/2020 21:52,40000
2020,President,polls-plus,9/02/2020,Trump,Biden,2,0.0534,Recount (1+ decisive states within 0.5 ppt),2/09/2020 21:52,40000
2020,President,polls-plus,9/02/2020,Trump,Biden,1,0.004775,Electoral College deadlock (No candidate gets 270 electoral votes),2/09/2020 21:52,40000
2020,President,polls-plus,9/02/2020,Trump,Biden,14,0.8695,Biden wins at least one state Trump won in 2016,2/09/2020 21:52,40000
2020,President,polls-plus,9/02/2020,Trump,Biden,13,0.429475,Trump wins at least one state Clinton won in 2016,2/09/2020 21:52,40000
2020,President,polls-plus,9/02/2020,Trump,Biden,12,0.000575,Map exactly the same as in 2016,2/09/2020 21:52,40000
2020,President,polls-plus,9/02/2020,Trump,Biden,11,0.28275,Biden landslide (double-digit popular vote margin),2/09/2020 21:52,40000
2020,President,polls-plus,9/02/2020,Trump,Biden,10,0.011425,Trump landslide (double-digit popular vote margin),2/09/2020 21:52,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,9,0.753825,Biden majority (at least 50 percent of the vote),1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,8,0.141075,Trump majority (at least 50 percent of the vote),1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,6,0.1219375,Biden wins popular vote but loses Electoral College,1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,5,0.0012125,Trump wins popular vote but loses Electoral College,1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,4,0.81115,Biden wins popular vote,1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,3,0.18885,Trump wins popular vote,1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,2,0.052175,Recount (1+ decisive states within 0.5 ppt),1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,1,0.00465,Electoral College deadlock (No candidate gets 270 electoral votes),1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,14,0.855725,Biden wins at least one state Trump won in 2016,1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,13,0.4473,Trump wins at least one state Clinton won in 2016,1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,12,0.0007,Map exactly the same as in 2016,1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,11,0.267,Biden landslide (double-digit popular vote margin),1/09/2020 19:06,40000
2020,President,polls-plus,9/01/2020,Trump,Biden,10,0.01245,Trump landslide (double-digit popular vote margin),1/09/2020 19:06,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,9,0.7484,Biden majority (at least 50 percent of the vote),31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,8,0.14475,Trump majority (at least 50 percent of the vote),31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,6,0.1325,Biden wins popular vote but loses Electoral College,31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,5,0.000925,Trump wins popular vote but loses Electoral College,31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,4,0.807925,Biden wins popular vote,31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,3,0.192075,Trump wins popular vote,31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,2,0.055975,Recount (1+ decisive states within 0.5 ppt),31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,1,0.00475,Electoral College deadlock (No candidate gets 270 electoral votes),31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,14,0.8478,Biden wins at least one state Trump won in 2016,31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,13,0.459575,Trump wins at least one state Clinton won in 2016,31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,12,0.000925,Map exactly the same as in 2016,31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,11,0.2615,Biden landslide (double-digit popular vote margin),31/08/2020 19:00,40000
2020,President,polls-plus,8/31/2020,Trump,Biden,10,0.014075,Trump landslide (double-digit popular vote margin),31/08/2020 19:00,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,9,0.753625,Biden majority (at least 50 percent of the vote),30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,8,0.141525,Trump majority (at least 50 percent of the vote),30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,6,0.124625,Biden wins popular vote but loses Electoral College,30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,5,0.001075,Trump wins popular vote but loses Electoral College,30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,4,0.8121,Biden wins popular vote,30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,3,0.1879,Trump wins popular vote,30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,2,0.050775,Recount (1+ decisive states within 0.5 ppt),30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,1,0.0041,Electoral College deadlock (No candidate gets 270 electoral votes),30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,14,0.85215,Biden wins at least one state Trump won in 2016,30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,13,0.449825,Trump wins at least one state Clinton won in 2016,30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,12,0.0009,Map exactly the same as in 2016,30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,11,0.2813,Biden landslide (double-digit popular vote margin),30/08/2020 20:23,40000
2020,President,polls-plus,8/30/2020,Trump,Biden,10,0.01395,Trump landslide (double-digit popular vote margin),30/08/2020 20:23,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,9,0.7558,Biden majority (at least 50 percent of the vote),29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,8,0.142575,Trump majority (at least 50 percent of the vote),29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,6,0.122575,Biden wins popular vote but loses Electoral College,29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,5,0.0012375,Trump wins popular vote but loses Electoral College,29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,4,0.811675,Biden wins popular vote,29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,3,0.188325,Trump wins popular vote,29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,2,0.050175,Recount (1+ decisive states within 0.5 ppt),29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,1,0.004275,Electoral College deadlock (No candidate gets 270 electoral votes),29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,14,0.8523,Biden wins at least one state Trump won in 2016,29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,13,0.445325,Trump wins at least one state Clinton won in 2016,29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,12,0.00075,Map exactly the same as in 2016,29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,11,0.287075,Biden landslide (double-digit popular vote margin),29/08/2020 19:00,40000
2020,President,polls-plus,8/29/2020,Trump,Biden,10,0.014275,Trump landslide (double-digit popular vote margin),29/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,9,0.758225,Biden majority (at least 50 percent of the vote),28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,8,0.141,Trump majority (at least 50 percent of the vote),28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,6,0.1207125,Biden wins popular vote but loses Electoral College,28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,5,0.00145,Trump wins popular vote but loses Electoral College,28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,4,0.813775,Biden wins popular vote,28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,3,0.186225,Trump wins popular vote,28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,2,0.049725,Recount (1+ decisive states within 0.5 ppt),28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,1,0.003975,Electoral College deadlock (No candidate gets 270 electoral votes),28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,14,0.85265,Biden wins at least one state Trump won in 2016,28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,13,0.4455,Trump wins at least one state Clinton won in 2016,28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,12,0.000575,Map exactly the same as in 2016,28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,11,0.2872,Biden landslide (double-digit popular vote margin),28/08/2020 19:00,40000
2020,President,polls-plus,8/28/2020,Trump,Biden,10,0.013375,Trump landslide (double-digit popular vote margin),28/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,9,0.761,Biden majority (at least 50 percent of the vote),27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,8,0.137525,Trump majority (at least 50 percent of the vote),27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,6,0.11955,Biden wins popular vote but loses Electoral College,27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,5,0.000925,Trump wins popular vote but loses Electoral College,27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,4,0.817125,Biden wins popular vote,27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,3,0.182875,Trump wins popular vote,27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,2,0.0495,Recount (1+ decisive states within 0.5 ppt),27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,1,0.0042,Electoral College deadlock (No candidate gets 270 electoral votes),27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,14,0.8634,Biden wins at least one state Trump won in 2016,27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,13,0.44245,Trump wins at least one state Clinton won in 2016,27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,12,0.00045,Map exactly the same as in 2016,27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,11,0.282425,Biden landslide (double-digit popular vote margin),27/08/2020 19:00,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,10,0.01275,Trump landslide (double-digit popular vote margin),27/08/2020 19:00,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,9,0.759575,Biden majority (at least 50 percent of the vote),26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,8,0.141,Trump majority (at least 50 percent of the vote),26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,6,0.1182625,Biden wins popular vote but loses Electoral College,26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,5,0.0011375,Trump wins popular vote but loses Electoral College,26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,4,0.814625,Biden wins popular vote,26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,3,0.185375,Trump wins popular vote,26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,2,0.04965,Recount (1+ decisive states within 0.5 ppt),26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,1,0.0039,Electoral College deadlock (No candidate gets 270 electoral votes),26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,14,0.8648,Biden wins at least one state Trump won in 2016,26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,13,0.445825,Trump wins at least one state Clinton won in 2016,26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,12,0.00055,Map exactly the same as in 2016,26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,11,0.280575,Biden landslide (double-digit popular vote margin),26/08/2020 19:01,40000
2020,President,polls-plus,8/26/2020,Trump,Biden,10,0.0137,Trump landslide (double-digit popular vote margin),26/08/2020 19:01,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,9,0.784825,Biden majority (at least 50 percent of the vote),25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,8,0.12325,Trump majority (at least 50 percent of the vote),25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,6,0.1106125,Biden wins popular vote but loses Electoral College,25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,5,0.001175,Trump wins popular vote but loses Electoral College,25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,4,0.83715,Biden wins popular vote,25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,3,0.16285,Trump wins popular vote,25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,2,0.0485,Recount (1+ decisive states within 0.5 ppt),25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,1,0.003675,Electoral College deadlock (No candidate gets 270 electoral votes),25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,14,0.8784,Biden wins at least one state Trump won in 2016,25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,13,0.417425,Trump wins at least one state Clinton won in 2016,25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,12,0.000375,Map exactly the same as in 2016,25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,11,0.309175,Biden landslide (double-digit popular vote margin),25/08/2020 23:50,40000
2020,President,polls-plus,8/25/2020,Trump,Biden,10,0.011975,Trump landslide (double-digit popular vote margin),25/08/2020 23:50,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,9,0.78225,Biden majority (at least 50 percent of the vote),24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,8,0.1258,Trump majority (at least 50 percent of the vote),24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,6,0.1069125,Biden wins popular vote but loses Electoral College,24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,5,0.0010875,Trump wins popular vote but loses Electoral College,24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,4,0.834525,Biden wins popular vote,24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,3,0.165475,Trump wins popular vote,24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,2,0.0462,Recount (1+ decisive states within 0.5 ppt),24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,1,0.00345,Electoral College deadlock (No candidate gets 270 electoral votes),24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,14,0.87855,Biden wins at least one state Trump won in 2016,24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,13,0.418425,Trump wins at least one state Clinton won in 2016,24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,12,0.000275,Map exactly the same as in 2016,24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,11,0.310575,Biden landslide (double-digit popular vote margin),24/08/2020 20:38,40000
2020,President,polls-plus,8/24/2020,Trump,Biden,10,0.011225,Trump landslide (double-digit popular vote margin),24/08/2020 20:38,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,9,0.783075,Biden majority (at least 50 percent of the vote),23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,8,0.125525,Trump majority (at least 50 percent of the vote),23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,6,0.1032875,Biden wins popular vote but loses Electoral College,23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,5,0.001075,Trump wins popular vote but loses Electoral College,23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,4,0.833375,Biden wins popular vote,23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,3,0.166625,Trump wins popular vote,23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,2,0.04645,Recount (1+ decisive states within 0.5 ppt),23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,1,0.003075,Electoral College deadlock (No candidate gets 270 electoral votes),23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,14,0.877675,Biden wins at least one state Trump won in 2016,23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,13,0.412875,Trump wins at least one state Clinton won in 2016,23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,12,0.000325,Map exactly the same as in 2016,23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,11,0.321825,Biden landslide (double-digit popular vote margin),23/08/2020 19:00,40000
2020,President,polls-plus,8/23/2020,Trump,Biden,10,0.011225,Trump landslide (double-digit popular vote margin),23/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,9,0.781775,Biden majority (at least 50 percent of the vote),22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,8,0.1258,Trump majority (at least 50 percent of the vote),22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,6,0.1075875,Biden wins popular vote but loses Electoral College,22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,5,0.0015375,Trump wins popular vote but loses Electoral College,22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,4,0.8333,Biden wins popular vote,22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,3,0.1667,Trump wins popular vote,22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,2,0.04665,Recount (1+ decisive states within 0.5 ppt),22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,1,0.0035,Electoral College deadlock (No candidate gets 270 electoral votes),22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,14,0.8798,Biden wins at least one state Trump won in 2016,22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,13,0.41575,Trump wins at least one state Clinton won in 2016,22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,12,0.000375,Map exactly the same as in 2016,22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,11,0.31485,Biden landslide (double-digit popular vote margin),22/08/2020 19:00,40000
2020,President,polls-plus,8/22/2020,Trump,Biden,10,0.01085,Trump landslide (double-digit popular vote margin),22/08/2020 19:00,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,9,0.7848,Biden majority (at least 50 percent of the vote),21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,8,0.12445,Trump majority (at least 50 percent of the vote),21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,6,0.105775,Biden wins popular vote but loses Electoral College,21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,5,0.0012125,Trump wins popular vote but loses Electoral College,21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,4,0.83515,Biden wins popular vote,21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,3,0.16485,Trump wins popular vote,21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,2,0.047775,Recount (1+ decisive states within 0.5 ppt),21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,1,0.003675,Electoral College deadlock (No candidate gets 270 electoral votes),21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,14,0.87925,Biden wins at least one state Trump won in 2016,21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,13,0.411275,Trump wins at least one state Clinton won in 2016,21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,12,0.000475,Map exactly the same as in 2016,21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,11,0.314925,Biden landslide (double-digit popular vote margin),21/08/2020 19:26,40000
2020,President,polls-plus,8/21/2020,Trump,Biden,10,0.01135,Trump landslide (double-digit popular vote margin),21/08/2020 19:26,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,9,0.780675,Biden majority (at least 50 percent of the vote),20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,8,0.12705,Trump majority (at least 50 percent of the vote),20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,6,0.1086625,Biden wins popular vote but loses Electoral College,20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,5,0.00095,Trump wins popular vote but loses Electoral College,20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,4,0.8323,Biden wins popular vote,20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,3,0.1677,Trump wins popular vote,20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,2,0.04735,Recount (1+ decisive states within 0.5 ppt),20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,1,0.003525,Electoral College deadlock (No candidate gets 270 electoral votes),20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,14,0.869975,Biden wins at least one state Trump won in 2016,20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,13,0.4183,Trump wins at least one state Clinton won in 2016,20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,12,0.000325,Map exactly the same as in 2016,20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,11,0.302375,Biden landslide (double-digit popular vote margin),20/08/2020 19:00,40000
2020,President,polls-plus,8/20/2020,Trump,Biden,10,0.01145,Trump landslide (double-digit popular vote margin),20/08/2020 19:00,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,9,0.775975,Biden majority (at least 50 percent of the vote),19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,8,0.1313,Trump majority (at least 50 percent of the vote),19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,6,0.108675,Biden wins popular vote but loses Electoral College,19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,5,0.00115,Trump wins popular vote but loses Electoral College,19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,4,0.82685,Biden wins popular vote,19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,3,0.17315,Trump wins popular vote,19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,2,0.04695,Recount (1+ decisive states within 0.5 ppt),19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,1,0.0041,Electoral College deadlock (No candidate gets 270 electoral votes),19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,14,0.865675,Biden wins at least one state Trump won in 2016,19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,13,0.420475,Trump wins at least one state Clinton won in 2016,19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,12,0.00035,Map exactly the same as in 2016,19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,11,0.3013,Biden landslide (double-digit popular vote margin),19/08/2020 23:52,40000
2020,President,polls-plus,8/19/2020,Trump,Biden,10,0.0109,Trump landslide (double-digit popular vote margin),19/08/2020 23:52,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,9,0.780975,Biden majority (at least 50 percent of the vote),18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,8,0.1267,Trump majority (at least 50 percent of the vote),18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,6,0.104425,Biden wins popular vote but loses Electoral College,18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,5,0.001475,Trump wins popular vote but loses Electoral College,18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,4,0.833625,Biden wins popular vote,18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,3,0.166375,Trump wins popular vote,18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,2,0.048325,Recount (1+ decisive states within 0.5 ppt),18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,1,0.00315,Electoral College deadlock (No candidate gets 270 electoral votes),18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,14,0.868925,Biden wins at least one state Trump won in 2016,18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,13,0.41275,Trump wins at least one state Clinton won in 2016,18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,12,0.000475,Map exactly the same as in 2016,18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,11,0.3053,Biden landslide (double-digit popular vote margin),18/08/2020 19:23,40000
2020,President,polls-plus,8/18/2020,Trump,Biden,10,0.01265,Trump landslide (double-digit popular vote margin),18/08/2020 19:23,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,9,0.7772,Biden majority (at least 50 percent of the vote),17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,8,0.1288,Trump majority (at least 50 percent of the vote),17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,6,0.106025,Biden wins popular vote but loses Electoral College,17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,5,0.00145,Trump wins popular vote but loses Electoral College,17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,4,0.83025,Biden wins popular vote,17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,3,0.16975,Trump wins popular vote,17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,2,0.04825,Recount (1+ decisive states within 0.5 ppt),17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,1,0.00385,Electoral College deadlock (No candidate gets 270 electoral votes),17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,14,0.870525,Biden wins at least one state Trump won in 2016,17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,13,0.418775,Trump wins at least one state Clinton won in 2016,17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,12,0.000525,Map exactly the same as in 2016,17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,11,0.3023,Biden landslide (double-digit popular vote margin),17/08/2020 22:43,40000
2020,President,polls-plus,8/17/2020,Trump,Biden,10,0.0119,Trump landslide (double-digit popular vote margin),17/08/2020 22:43,40000
