Day,Len,State,EV,Dem,GOP,Ind,Date,,,,,,,,Pollster
300.0,7,Kansas,6,36,47,13,Oct 30,,,,,,,,SurveyMonkey-7
297.0,9,Kansas,6,36,47,12,Oct 28,,,,,,,,SurveyMonkey-9
286.0,5,Kansas,6,36,47,07,Oct 15,,,,,,,,SurveyUSA-5
251.5,6,Kansas,6,36,48,08,Sep 11,,,,,,,,SurveyUSA-6
232.5,24,Kansas,6,30,43,17,Sep 01,,,,,,,,SurveyMonkey-24
217.0,5,Kansas,6,39,44,08,Aug 07,,,,,,,,SurveyUSA-5
197.0,11,Kansas,6,27,44,,Jul 21,,,,,,,,Fort Hays State U.-11
190.5,4,Kansas,6,36,47,08,Jul 11,,,,,,,,SurveyUSA-4
136.0,31,Kansas,6,35,46,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Kansas,6,37,43,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Kansas,6,38,60,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Kentucky,8,33,63,03,Dec 01,,,,,,,,2016 Election results-1
307.0,7,Kentucky,8,35,53,06,Nov 06,,,,,,,,SurveyMonkey-7
300.5,6,Kentucky,8,37,54,01,Oct 30,,,,,,,,Western Kentucky U.-6
300.0,3,Kentucky,8,32,56,,Oct 28,,,,,,,,Cygnal-3
300.0,7,Kentucky,8,31,59,08,Oct 30,,,,,,,,SurveyMonkey-7
232.5,24,Kentucky,8,29,52,07,Sep 01,,,,,,,,SurveyMonkey-24
136.0,31,Kentucky,8,35,49,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Kentucky,8,38,46,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Kentucky,8,38,61,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Louisiana,8,38,58,02,Dec 01,,,,,,,,2016 Election results-1
307.0,7,Louisiana,8,38,52,04,Nov 06,,,,,,,,SurveyMonkey-7
300.0,7,Louisiana,8,36,54,05,Oct 30,,,,,,,,SurveyMonkey-7
293.0,3,Louisiana,8,35,50,05,Oct 21,,,,,,,,Southern Media and Opinion Research-3
291.0,3,Louisiana,8,34,54,02,Oct 19,,,,,,,,Mason Dixon-3
291.0,7,Louisiana,8,35,49,07,Oct 21,,,,,,,,U. of New Orleans-7
266.0,3,Louisiana,8,35,45,06,Sep 24,,,,,,,,JMC Analytics-3
259.0,3,Louisiana,8,33,49,08,Sep 17,,,,,,,,Opinion Research-3
232.5,24,Louisiana,8,33,49,09,Sep 01,,,,,,,,SurveyMonkey-24
136.0,31,Louisiana,8,33,51,,May 31,,,,,,,,Morning Consult-31
125.5,2,Louisiana,8,36,52,,May 06,,,,,,,,JMC Analytics-2
 46.0,29,Louisiana,8,35,50,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Louisiana,8,41,58,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Maine,4,48,45,02,Dec 01,,,,,,,,2016 Election results-1
307.0,7,Maine,4,47,39,07,Nov 06,,,,,,,,SurveyMonkey-7
302.0,3,Maine,4,46,42,05,Oct 30,,,,,,,,Emerson Coll.-3
300.0,7,Maine,4,50,38,07,Oct 30,,,,,,,,SurveyMonkey-7
298.0,3,Maine,4,42,37,09,Oct 26,,,,,,,,Maine Peoples Res. Ctr.-3
295.5,6,Maine,4,48,37,05,Oct 25,,,,,,,,U. of New Hampshire-6
287.5,2,Maine,4,42,36,09,Oct 15,,,,,,,,Maine Peoples Res. Ctr.-2
281.0,3,Maine,4,44,36,09,Oct 09,,,,,,,,Maine Peoples Res. Ctr.-3
260.5,6,Maine,4,40,36,12,Sep 20,,,,,,,,U. of New Hampshire-6
259.0,3,Maine,4,37,37,11,Sep 17,,,,,,,,MPRC-3
250.0,7,Maine,4,42,39,09,Sep 10,,,,,,,,SurveyUSA-7
246.5,4,Maine,4,44,35,12,Sep 05,,,,,,,,Emerson Coll.-4
232.5,24,Maine,4,37,34,15,Sep 01,,,,,,,,SurveyMonkey-24
218.0,5,Maine,4,43,33,10,Aug 08,,,,,,,,Gravis-5
169.0,7,Maine,4,42,35,,Jun 21,,,,,,,,U. of New Hampshire-7
136.0,31,Maine,4,39,41,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Maine,4,41,42,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Maine,4,56,41,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Maryland,10,61,35,03,Dec 01,,,,,,,,2016 Election results-1
307.0,7,Maryland,10,60,29,06,Nov 06,,,,,,,,SurveyMonkey-7
300.0,7,Maryland,10,63,27,06,Oct 30,,,,,,,,SurveyMonkey-7
271.5,4,Maryland,10,63,27,04,Sep 30,,,,,,,,U. of Maryland-4
261.5,4,Maryland,10,58,25,06,Sep 20,,,,,,,,Goucher Coll.-4
236.0,13,Maryland,10,54,25,06,Aug 30,,,,,,,,OpinionWorks-13
232.5,24,Maryland,10,54,27,09,Sep 01,,,,,,,,SurveyMonkey-24
136.0,31,Maryland,10,51,33,,May 31,,,,,,,,Morning Consult-31
106.0,3,Maryland,10,61,28,,Apr 17,,,,,,,,PPP-3
 97.0,5,Maryland,10,63,27,,Apr 09,,,,,,,,Marist Coll.-5
 91.0,5,Maryland,10,63,28,,Apr 03,,,,,,,,Washington Post-5
 46.0,29,Maryland,10,52,32,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Maryland,10,62,37,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Massachusetts,11,61,34,04,Dec 01,,,,,,,,2016 Election results-1
307.0,7,Massachusetts,11,56,29,07,Nov 06,,,,,,,,SurveyMonkey-7
301.0,11,Massachusetts,11,56,26,08,Nov 02,,,,,,,,Western New England U.-11
300.0,7,Massachusetts,11,58,28,08,Oct 30,,,,,,,,SurveyMonkey-7
298.0,3,Massachusetts,11,57,25,04,Oct 26,,,,,,,,Suffolk U.-3
287.5,4,Massachusetts,11,54,28,07,Oct 16,,,,,,,,MassINC-4
271.5,10,Massachusetts,11,58,26,07,Oct 03,,,,,,,,Western New England U.-10
260.5,6,Massachusetts,11,47,34,09,Sep 20,,,,,,,,U. of Mass.-6
251.5,4,Massachusetts,11,54,28,09,Sep 10,,,,,,,,MassINC-4
247.0,3,Massachusetts,11,50,33,09,Sep 05,,,,,,,,Emerson Coll.-3
232.5,24,Massachusetts,11,48,29,11,Sep 01,,,,,,,,SurveyMonkey-24
136.0,31,Massachusetts,11,50,33,,May 31,,,,,,,,Morning Consult-31
123.5,4,Massachusetts,11,55,31,,May 05,,,,,,,,Suffolk U.-4
 95.5,10,Massachusetts,11,62,36,,Apr 10,,,,,,,,Western New England U.-10
 46.0,29,Massachusetts,11,49,37,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Massachusetts,11,61,38,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Michigan,16,47,48,04,Dec 01,,,,,,,,2016 Election results-1
307.5,2,Michigan,16,46,41,06,Nov 04,,,,,,,,PPP-2
307.0,7,Michigan,16,44,42,08,Nov 06,,,,,,,,SurveyMonkey-7
300.0,7,Michigan,16,43,42,08,Oct 30,,,,,,,,SurveyMonkey-7
297.0,3,Michigan,16,50,43,03,Oct 25,,,,,,,,Emerson Coll.-3
296.0,3,Michigan,16,41,34,09,Oct 24,,,,,,,,EPIC MRA-3
290.5,4,Michigan,16,41,36,07,Oct 19,,,,,,,,Marketing Resource Grp.-4
285.0,9,Michigan,16,45,37,11,Oct 16,,,,,,,,SurveyMonkey-9
283.5,2,Michigan,16,42,31,10,Oct 11,,,,,,,,Glengariff Group-2
275.0,3,Michigan,16,43,32,10,Oct 03,,,,,,,,EPIC MRA-3
270.5,2,Michigan,16,42,35,09,Sep 28,,,,,,,,Glengariff Group-2
264.0,7,Michigan,16,46,41,08,Sep 24,,,,,,,,Target Insyght-7
258.5,30,Michigan,16,47,28,11,Sep 30,,,,,,,,Michigan State U.-30
254.5,4,Michigan,16,38,35,10,Sep 13,,,,,,,,EPIC MRA-4
238.5,4,Michigan,16,45,40,07,Aug 28,,,,,,,,Emerson Coll.-4
235.0,3,Michigan,16,44,37,05,Aug 24,,,,,,,,Suffolk U.-3
232.5,24,Michigan,16,39,38,13,Sep 01,,,,,,,,SurveyMonkey-24
213.5,6,Michigan,16,43,32,08,Aug 04,,,,,,,,EPIC MRA-6
212.0,3,Michigan,16,41,32,08,Aug 01,,,,,,,,DetroitNews/Glengariff-3
195.0,3,Michigan,16,42,39,,Jul 15,,,,,,,,YouGov-3
194.0,5,Michigan,16,34,29,,Jul 15,,,,,,,,Marketing Resource Grp.-5
145.0,3,Michigan,16,43,39,,May 26,,,,,,,,Glengariff Group-3
136.0,31,Michigan,16,42,39,,May 31,,,,,,,,Morning Consult-31
 82.5,2,Michigan,16,49,38,,Mar 24,,,,,,,,SurveyUSA-2
 79.5,4,Michigan,16,47,37,,Mar 22,,,,,,,,EPIC-MRA-4
 61.0,3,Michigan,16,52,36,,Mar 03,,,,,,,,Marist Coll.-3
 46.0,29,Michigan,16,42,41,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Michigan,16,54,45,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Minnesota,10,47,46,04,Dec 01,,,,,,,,2016 Election results-1
307.0,7,Minnesota,10,46,37,10,Nov 06,,,,,,,,SurveyMonkey-7
300.0,7,Minnesota,10,47,38,09,Oct 30,,,,,,,,SurveyMonkey-7
296.5,4,Minnesota,10,49,39,05,Oct 25,,,,,,,,SurveyUSA-4
294.0,3,Minnesota,10,47,39,06,Oct 22,,,,,,,,Mason DIxon-3
284.5,4,Minnesota,10,48,35,04,Oct 13,,,,,,,,SurveyUSA-4
261.0,5,Minnesota,10,46,39,06,Sep 20,,,,,,,,SurveyUSA-5
256.0,3,Minnesota,10,44,38,06,Sep 14,,,,,,,,Mason Dixon-3
232.5,24,Minnesota,10,41,34,15,Sep 01,,,,,,,,SurveyMonkey-24
136.0,31,Minnesota,10,45,35,,May 31,,,,,,,,Morning Consult-31
116.0,3,Minnesota,10,48,35,,Apr 27,,,,,,,,Star Tribune-3
 46.0,29,Minnesota,10,44,39,,Feb 29,,,,,,,,Morning Consult-29
 19.0,3,Minnesota,10,43,38,,Jan 20,,,,,,,,Mason-Dixon-3
  1.0,1,Minnesota,10,53,45,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Mississippi,6,40,58,01,Dec 01,,,,,,,,2016 Election results-1
307.0,7,Mississippi,6,41,50,04,Nov 06,,,,,,,,SurveyMonkey-7
300.0,7,Mississippi,6,42,47,05,Oct 30,,,,,,,,SurveyMonkey-7
232.5,24,Mississippi,6,43,46,04,Sep 01,,,,,,,,SurveyMonkey-24
136.0,31,Mississippi,6,33,51,,May 31,,,,,,,,Morning Consult-31
 88.0,3,Mississippi,6,43,46,,Mar 30,,,,,,,,Mason-Dixon-3
 46.0,29,Mississippi,6,32,54,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Mississippi,6,44,56,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Missouri,10,38,57,04,Dec 01,,,,,,,,2016 Election results-1
308.5,2,Missouri,10,41,47,07,Nov 05,,,,,,,,Emerson Coll.-2
307.0,7,Missouri,10,40,48,08,Nov 06,,,,,,,,SurveyMonkey-7
305.5,2,Missouri,10,37,50,04,Nov 02,,,,,,,,PPP-2
302.5,4,Missouri,10,37,52,05,Oct 31,,,,,,,,Emerson Coll.-4
302.5,4,Missouri,10,38,52,04,Oct 31,,,,,,,,Monmouth U.-4
300.0,7,Missouri,10,39,46,10,Oct 30,,,,,,,,SurveyMonkey-7
298.0,3,Missouri,10,42,47,03,Oct 26,,,,,,,,Mason Dixon-3
291.0,3,Missouri,10,39,47,05,Oct 19,,,,,,,,Emerson Coll.-3
283.0,3,Missouri,10,41,46,05,Oct 11,,,,,,,,Monmouth U.-3
265.0,3,Missouri,10,37,46,05,Sep 23,,,,,,,,YouGov-3
254.0,5,Missouri,10,34,47,07,Sep 13,,,,,,,,Emerson Coll.-5
238.5,2,Missouri,10,41,47,,Aug 27,,,,,,,,PPP-2
232.5,4,Missouri,10,43,44,08,Aug 22,,,,,,,,Monmouth U.-4
232.5,24,Missouri,10,34,43,14,Sep 01,,,,,,,,SurveyMonkey-24
220.5,2,Missouri,10,42,45,,Aug 09,,,,,,,,PPP-2
204.5,2,Missouri,10,41,40,09,Jul 24,,,,,,,,Mason Dixon-2
203.0,5,Missouri,10,37,47,08,Jul 24,,,,,,,,SurveyUSA-5
192.0,1,Missouri,10,36,46,07,Jul 11,,,,,,,,PPP-1
136.0,31,Missouri,10,37,45,,May 31,,,,,,,,Morning Consult-31
 65.5,8,Missouri,10,38,43,,Mar 10,,,,,,,,Fort Hays State U.-8
 46.0,29,Missouri,10,38,45,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Missouri,10,44,54,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Montana,3,34,58,05,Dec 01,,,,,,,,2016 Election results-1
307.0,7,Montana,3,31,53,10,Nov 06,,,,,,,,SurveyMonkey-7
300.0,7,Montana,3,38,48,11,Oct 30,,,,,,,,SurveyMonkey-7
284.0,3,Montana,3,36,46,11,Oct 12,,,,,,,,Mason Dixon-3
279.5,8,Montana,3,27,43,07,Oct 10,,,,,,,,Montana State U.-8
232.5,24,Montana,3,31,44,14,Sep 01,,,,,,,,SurveyMonkey-24
136.0,31,Montana,3,36,45,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Montana,3,35,47,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Montana,3,41,55,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Nebraska,5,33,61,05,Dec 01,,,,,,,,2016 Election results-1
307.0,7,Nebraska,5,34,52,08,Nov 06,,,,,,,,SurveyMonkey-7
300.0,7,Nebraska,5,33,51,10,Oct 30,,,,,,,,SurveyMonkey-7
269.0,3,Nebraska,5,29,56,07,Sep 27,,,,,,,,Emerson Coll.-3
232.5,24,Nebraska,5,32,42,15,Sep 01,,,,,,,,SurveyMonkey-24
136.0,31,Nebraska,5,35,48,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Nebraska,5,35,48,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Nebraska,5,38,61,,Jan 01,,,,,,,,Election 2012-1
335.0,1,Nevada,6,47,45,03,Dec 01,,,,,,,,2016 Election results-1
308.5,2,Nevada,6,47,46,04,Nov 05,,,,,,,,Emerson Coll.-2
307.0,7,Nevada,6,44,43,10,Nov 06,,,,,,,,SurveyMonkey-7
304.5,2,Nevada,6,48,45,,Nov 01,,,,,,,,PPP-2
302.5,6,Nevada,6,43,49,05,Nov 01,,,,,,,,Opinion Research-6
300.0,7,Nevada,6,43,43,11,Oct 30,,,,,,,,SurveyMonkey-7
299.5,2,Nevada,6,44,42,03,Oct 27,,,,,,,,Emerson Coll.-2
295.0,5,Nevada,6,43,43,10,Oct 24,,,,,,,,Marist Coll.-5
294.5,4,Nevada,6,48,41,06,Oct 23,,,,,,,,Bendixen-4
294.0,3,Nevada,6,46,42,05,Oct 22,,,,,,,,Rasmussen-3
288.5,4,Nevada,6,47,40,07,Oct 17,,,,,,,,Monmouth U.-4
286.0,3,Nevada,6,46,40,04,Oct 14,,,,,,,,YouGov-3
285.5,6,Nevada,6,46,44,07,Oct 15,,,,,,,,Opinion Research-6
285.0,9,Nevada,6,40,44,09,Oct 16,,,,,,,,SurveyMonkey-9
283.5,2,Nevada,6,47,43,,Oct 11,,,,,,,,PPP-2
276.0,3,Nevada,6,43,43,09,Oct 04,,,,,,,,Emerson Coll.-3
272.5,6,Nevada,6,44,41,08,Oct 02,,,,,,,,Repass Research/Hart-6
271.0,3,Nevada,6,44,38,07,Sep 29,,,,,,,,Suffolk U.-3
271.0,3,Nevada,6,45,44,05,Sep 29,,,,,,,,Bendixen-3
262.0,3,Nevada,6,40,43,08,Sep 20,,,,,,,,Fox News-3
260.0,3,Nevada,6,39,42,11,Sep 18,,,,,,,,Rasmussen-3
255.0,3,Nevada,6,42,44,08,Sep 13,,,,,,,,Monmouth U.-3
250.0,3,Nevada,6,41,42,08,Sep 08,,,,,,,,Marist Coll.-3
249.5,2,Nevada,6,45,42,,Sep 07,,,,,,,,PPP-2
232.5,24,Nevada,6,40,37,12,Sep 01,,,,,,,,SurveyMonkey-24
228.0,3,Nevada,6,44,42,05,Aug 17,,,,,,,,Suffolk U.-3
215.5,4,Nevada,6,43,41,04,Aug 05,,,,,,,,YouGov-4
211.0,3,Nevada,6,41,40,,Jul 31,,,,,,,,Rasmussen-3
204.0,3,Nevada,6,38,43,,Jul 24,,,,,,,,Rasmussen-3
189.5,4,Nevada,6,45,41,05,Jul 10,,,,,,,,Monmouth U.-4
136.0,31,Nevada,6,44,40,,May 31,,,,,,,,Morning Consult-31
 46.0,29,Nevada,6,44,42,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,Nevada,6,52,46,,Jan 01,,,,,,,,Election 2012-1
335.0,1,New Hampshire,4,48,47,04,Dec 01,,,,,,,,2016 Election results-1
308.5,2,New Hampshire,4,45,44,05,Nov 05,,,,,,,,Emerson Coll.-2
308.5,4,New Hampshire,4,49,38,06,Nov 06,,,,,,,,U. of New Hampshire-4
307.0,7,New Hampshire,4,49,38,08,Nov 06,,,,,,,,SurveyMonkey-7
305.0,3,New Hampshire,4,42,42,05,Nov 02,,,,,,,,Suffolk U.-3
305.0,3,New Hampshire,4,43,48,04,Nov 02,,,,,,,,ARG-3
304.5,2,New Hampshire,4,48,43,,Nov 01,,,,,,,,PPP-2
303.5,4,New Hampshire,4,39,40,10,Nov 01,,,,,,,,MassINC-4
303.5,6,New Hampshire,4,44,44,05,Nov 02,,,,,,,,UMass Lowell-6
301.0,5,New Hampshire,4,45,38,06,Oct 30,,,,,,,,U. of New Hampshire-5
300.0,7,New Hampshire,4,46,36,12,Oct 30,,,,,,,,SurveyMonkey-7
297.0,3,New Hampshire,4,46,43,06,Oct 25,,,,,,,,Emerson Coll.-3
296.5,4,New Hampshire,4,46,42,07,Oct 25,,,,,,,,Monmouth U.-4
295.0,5,New Hampshire,4,45,36,10,Oct 24,,,,,,,,Marist Coll.-5
292.0,5,New Hampshire,4,43,38,08,Oct 21,,,,,,,,UMass Amherst-5
291.0,3,New Hampshire,4,44,36,10,Oct 19,,,,,,,,Emerson Coll.-3
287.0,7,New Hampshire,4,49,34,08,Oct 17,,,,,,,,U. of New Hampshire-7
285.0,9,New Hampshire,4,47,36,10,Oct 16,,,,,,,,SurveyMonkey-9
284.0,3,New Hampshire,4,41,38,11,Oct 12,,,,,,,,MassINC-3
282.0,5,New Hampshire,4,45,39,09,Oct 11,,,,,,,,UMass Lowell-5
277.0,3,New Hampshire,4,44,42,05,Oct 05,,,,,,,,Suffolk U.-3
271.0,3,New Hampshire,4,42,35,13,Sep 29,,,,,,,,MassINC-3
265.5,6,New Hampshire,4,46,42,06,Sep 25,,,,,,,,ARG-6
261.5,4,New Hampshire,4,47,38,10,Sep 20,,,,,,,,Monmouth U.-4
250.0,3,New Hampshire,4,39,37,15,Sep 08,,,,,,,,Marist Coll.-3
247.0,3,New Hampshire,4,42,37,14,Sep 05,,,,,,,,Emerson Coll.-3
242.5,2,New Hampshire,4,46,41,,Aug 31,,,,,,,,PPP-2
239.0,3,New Hampshire,4,46,40,,Aug 28,,,,,,,,PPP-3
236.0,9,New Hampshire,4,43,32,12,Aug 28,,,,,,,,U. of New Hampshire-9
232.5,24,New Hampshire,4,40,34,14,Sep 01,,,,,,,,SurveyMonkey-24
223.0,3,New Hampshire,4,45,36,,Aug 12,,,,,,,,YouGov-3
218.0,3,New Hampshire,4,50,37,,Aug 07,,,,,,,,PPP-3
201.0,3,New Hampshire,4,39,48,,Jul 21,,,,,,,,Inside Sources-3
194.5,10,New Hampshire,4,37,37,10,Jul 18,,,,,,,,U. of New Hampshire-10
177.0,5,New Hampshire,4,47,42,,Jun 28,,,,,,,,ARG-5
173.5,2,New Hampshire,4,43,39,,Jun 23,,,,,,,,PPP-2
146.5,4,New Hampshire,4,44,44,,May 28,,,,,,,,Franklin Pierce U.-4
141.0,3,New Hampshire,4,41,43,,May 22,,,,,,,,PPP-3
136.0,31,New Hampshire,4,41,41,,May 31,,,,,,,,Morning Consult-31
133.5,4,New Hampshire,4,44,42,,May 15,,,,,,,,MassINC-4
113.0,3,New Hampshire,4,44,44,,Apr 24,,,,,,,,PPP-3
103.5,6,New Hampshire,4,34,30,,Apr 16,,,,,,,,Dartmouth Coll.-6
102.0,11,New Hampshire,4,50,31,,Apr 17,,,,,,,,U. of New Hampshire-11
 55.0,9,New Hampshire,4,47,39,,Feb 28,,,,,,,,U. of New Hampshire-9
 46.0,29,New Hampshire,4,43,39,,Feb 29,,,,,,,,Morning Consult-29
 37.0,3,New Hampshire,4,45,40,,Feb 07,,,,,,,,U. of Mass.-3
 15.5,6,New Hampshire,4,48,39,,Jan 18,,,,,,,,U. of New Hampshire-6
  5.0,3,New Hampshire,4,47,41,,Jan 06,,,,,,,,PPP-3
  4.5,6,New Hampshire,4,45,44,,Jan 07,,,,,,,,Marist coll.-6
  1.0,1,New Hampshire,4,52,46,,Jan 01,,,,,,,,Election 2012-1
335.0,1,New Jersey,14,55,42,02,Dec 01,,,,,,,,2016 Election results-1
307.0,7,New Jersey,14,53,37,04,Nov 06,,,,,,,,SurveyMonkey-7
303.0,7,New Jersey,14,51,40,03,Nov 02,,,,,,,,Stockton Polling-7
300.0,7,New Jersey,14,55,34,04,Oct 30,,,,,,,,SurveyMonkey-7
287.0,5,New Jersey,14,49,35,06,Oct 16,,,,,,,,Fairleigh Dickinson U.-5
268.5,8,New Jersey,14,46,40,,Sep 29,,,,,,,,Stockton Polling-8
251.0,5,New Jersey,14,50,29,06,Sep 10,,,,,,,,Rutgers-Eagleton-5
246.5,4,New Jersey,14,47,43,05,Sep 05,,,,,,,,Emerson Coll.-4
232.5,24,New Jersey,14,49,34,08,Sep 01,,,,,,,,SurveyMonkey-24
175.0,5,New Jersey,14,44,32,09,Jun 26,,,,,,,,Fairleigh Dickinson U.-5
152.5,4,New Jersey,14,49,34,,Jun 03,,,,,,,,YouGov-4
145.0,5,New Jersey,14,37,31,05,May 27,,,,,,,,Monmouth U.-5
140.0,5,New Jersey,14,48,37,,May 22,,,,,,,,Fairleigh Dickinson U.-5
136.0,31,New Jersey,14,46,37,,May 31,,,,,,,,Morning Consult-31
133.0,7,New Jersey,14,45,38,,May 16,,,,,,,,Quinnipiac U.-7
 94.5,8,New Jersey,14,50,36,,Apr 08,,,,,,,,Rutgers-Eagleton-8
 46.0,29,New Jersey,14,44,40,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,New Jersey,14,58,41,,Jan 01,,,,,,,,Election 2012-1
335.0,1,New Mexico,5,48,40,09,Dec 01,,,,,,,,2016 Election results-1
307.0,7,New Mexico,5,40,36,16,Nov 06,,,,,,,,SurveyMonkey-7
306.0,3,New Mexico,5,45,40,11,Nov 03,,,,,,,,Research and Polling-3
305.5,2,New Mexico,5,46,43,07,Nov 02,,,,,,,,ZiaPoll-2
300.0,7,New Mexico,5,45,33,18,Oct 30,,,,,,,,SurveyMonkey-7
285.0,9,New Mexico,5,41,33,18,Oct 16,,,,,,,,SurveyMonkey-9
273.0,5,New Mexico,5,46,33,14,Oct 02,,,,,,,,SurveyUSA-5
271.0,3,New Mexico,5,35,31,24,Sep 29,,,,,,,,Research and Polling-3
232.5,24,New Mexico,5,37,29,25,Sep 01,,,,,,,,SurveyMonkey-24
232.0,3,New Mexico,5,40,31,16,Aug 21,,,,,,,,PPP-3
136.0,31,New Mexico,5,43,40,,May 31,,,,,,,,Morning Consult-31
134.0,3,New Mexico,5,41,33,14,May 15,,,,,,,,PPP-3
 46.0,29,New Mexico,5,45,40,,Feb 29,,,,,,,,Morning Consult-29
  1.0,1,New Mexico,5,53,43,,Jan 01,,,,,,,,Election 2012-1
335.0,1,New York,29,59,38,02,Dec 01,,,,,,,,2016 Election results-1
307.5,2,New York,29,51,34,05,Nov 04,,,,,,,,Siena Coll.-2
307.0,7,New York,29,58,31,05,Nov 06,,,,,,,,SurveyMonkey-7
300.0,7,New York,29,57,33,,Oct 30,,,,,,,,SurveyMonkey-7
288.0,5,New York,29,54,30,05,Oct 17,,,,,,,,Siena Coll.-5
265.0,3,New York,29,52,31,07,Sep 23,,,,,,,,Marist Coll.-3
256.0,5,New York,29,51,30,08,Sep 15,,,,,,,,Siena Coll.-5
241.0,3,New York,29,52,34,08,Aug 30,,,,,,,,Emerson Coll.-3
232.5,24,New York,29,51,31,08,Sep 01,,,,,,,,SurveyMonkey-24
220.5,4,New York,29,50,25,09,Aug 10,,,,,,,,Siena Coll.-4
218.0,5,New York,29,48,34,06,Aug 08,,,,,,,,Gravis-5
196.0,5,New York,29,45,33,06,Jul 17,,,,,,,,Quinnipiac U.-5
176.0,7,New York,29,54,31,,Jun 28,,,,,,,,Siena Coll.-7
144.0,5,New York,29,52,31,,May 26,,,,,,,,Siena Coll.-5
136.0,31,New York,29,51,34,,May 31,,,,,,,,Morning Consult-31
115.5,4,New York,29,56,30,,Apr 27,,,,,,,,Siena Coll.-4
106.5,2,New York,29,55,36,,Apr 17,,,,,,,,Emerson Coll.-2
 98.5,4,New York,29,55,35,,Apr 10,,,,,,,,PPP-4
 98.0,5,New York,29,61,32,,Apr 10,,,,,,,,Marist Coll.-5
 97.5,6,New York,29,51,35,,Apr 10,,,,,,,,Baruch coll.-6
 96.5,2,New York,29,54,36,,Apr 07,,,,,,,,Emerson Coll.-2
 95.5,4,New York,29,53,37,,Apr 07,,,,,,,,Anderson Robbins + Shaw-4
 84.5,8,New York,29,53,33,,Mar 29,,,,,,,,Quinnipiac U.-8
 74.0,3,New York,29,55,36,,Mar 16,,,,,,,,Emerson Coll.-3
 60.5,4,New York,29,57,34,,Mar 03,,,,,,,,Siena Coll.-4
 46.0,29,New York,29,53,34,,Feb 29,,,,,,,,Morning Consult-29
 32.5,4,New York,29,57,32,,Feb 03,,,,,,,,Siena Coll.-4
  1.0,1,New York,29,63,36,,Jan 01,,,,,,,,Election 2012-1
335.0,1,North Carolina,15,47,51,02,Dec 01,,,,,,,,2016 Election results-1
309.0,3,North Carolina,15,44,44,03,Nov 06,,,,,,,,Siena Coll.-3
308.5,4,North Carolina,15,47,45,03,Nov 06,,,,,,,,Quinnipiac U.-4
307.0,7,North Carolina,15,48,41,07,Nov 06,,,,,,,,SurveyMonkey-7
304.5,2,North Carolina,15,49,47,,Nov 01,,,,,,,,PPP-2
302.5,4,North Carolina,15,44,51,03,Oct 31,,,,,,,,SurveyUSA-4
302.5,6,North Carolina,15,47,44,03,Nov 01,,,,,,,,Quinnipiac U.-6
300.0,3,North Carolina,15,48,45,03,Oct 28,,,,,,,,YouGov-3
300.0,7,North Carolina,15,47,43,08,Oct 30,,,,,,,,SurveyMonkey-7
299.5,2,North Carolina,15,48,45,04,Oct 27,,,,,,,,Emerson Coll.-2
298.5,2,North Carolina,15,47,41,08,Oct 26,,,,,,,,Marist Coll.-2
298.0,5,North Carolina,15,42,41,03,Oct 27,,,,,,,,Elon U.-5
296.0,7,North Carolina,15,47,43,05,Oct 26,,,,,,,,Quinnipiac-7
294.5,2,North Carolina,15,47,44,04,Oct 22,,,,,,,,PPP-2
294.5,4,North Carolina,15,46,39,08,Oct 23,,,,,,,,Siena Coll.-4
294.5,4,North Carolina,15,47,46,04,Oct 23,,,,,,,,Monmouth U.-4
288.5,4,North Carolina,15,46,44,06,Oct 17,,,,,,,,SurveyUSA-4
285.5,6,North Carolina,15,48,47,04,Oct 15,,,,,,,,Opinion Research-6
285.0,9,North Carolina,15,46,40,09,Oct 16,,,,,,,,SurveyMonkey-9
